"timestamp","message"
"2019-02-26 11:35:01 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30866729641)"
"2019-02-26 11:35:01 GMT+0300","Absorption Down got the highest win rate of 1 and purchased. Is direction up? false"
"2019-02-26 11:40:06 GMT+0300","Profit amount: 1.92"
"2019-02-26 11:40:06 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 2/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 2/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 0/0 WR: 100 %. ZD: 1/0 WR: 100 %. "
"2019-02-26 12:05:14 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly higher than entry spot at 5 minutes after contract start time. (ID: 30867328061)"
"2019-02-26 12:05:16 GMT+0300","Zigzag Down got the highest win rate of 1 and purchased. Is direction up? true"
"2019-02-26 12:10:04 GMT+0300","Loss amount: -0.35"
"2019-02-26 12:10:04 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 2/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 2/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 0/0 WR: 100 %. ZD: 1/1 WR: 50 %. "
"2019-02-26 12:10:07 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly higher than entry spot at 5 minutes after contract start time. (ID: 30867441981)"
"2019-02-26 12:10:07 GMT+0300","Zigzag Up got the highest win rate of 1 and purchased. Is direction up? true"
"2019-02-26 12:15:08 GMT+0300","Profit amount: 0.59"
"2019-02-26 12:15:09 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 2/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 2/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 1/0 WR: 100 %. ZD: 1/1 WR: 50 %. "
"2019-02-26 12:15:13 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly higher than entry spot at 5 minutes after contract start time. (ID: 30867555641)"
"2019-02-26 12:15:13 GMT+0300","Zigzag Down got the highest win rate of 0.5 and purchased. Is direction up? true"
"2019-02-26 12:20:14 GMT+0300","Loss amount: -0.35"
"2019-02-26 12:20:15 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 2/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 2/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 1/0 WR: 100 %. ZD: 2/1 WR: 66 %. "
"2019-02-26 12:20:19 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly higher than entry spot at 5 minutes after contract start time. (ID: 30867667381)"
"2019-02-26 12:20:19 GMT+0300","Zigzag Up got the highest win rate of 1 and purchased. Is direction up? true"
"2019-02-26 12:25:21 GMT+0300","Profit amount: 0.59"
