"id","timestamp","reference","contract_type","entry_tick","exit_tick","buy_price","sell_price","profit"
51,"2019-02-26 00:30:08 GMT+0300","30882803561","CALL","8314.437","8314.351",0.35,"0.00","-0.35"
52,"2019-02-26 00:55:00 GMT+0300","30883099321","PUT","8309.511","8308.630","0.70",1.36,"0.66"
53,"2019-02-26 01:00:06 GMT+0300","30883164821","CALL","8308.900","8311.386",0.35,0.66,"0.31"
54,"2019-02-26 01:05:10 GMT+0300","30883225821","PUT","8311.260","8312.668",0.35,"0.00","-0.35"
55,"2019-02-26 01:15:02 GMT+0300","30883347221","PUT","8304.169","8306.044","0.70","0.00","-0.70"
56,"2019-02-26 01:35:03 GMT+0300","30883596161","PUT","8308.339","8301.559","1.40",2.72,"1.32"
57,"2019-02-26 01:50:00 GMT+0300","30883784121","PUT","8295.743","8295.799",0.35,"0.00","-0.35"
58,"2019-02-26 02:15:00 GMT+0300","30884127201","CALL","8297.442","8301.339","0.70",1.36,"0.66"
59,"2019-02-26 02:25:00 GMT+0300","30884262661","PUT","8293.956","8292.466",0.35,0.66,"0.31"
60,"2019-02-26 02:55:02 GMT+0300","30884658861","CALL","8296.650","8300.717",0.35,0.66,"0.31"
61,"2019-02-27 03:00:07 GMT+0300","30884723881","PUT","8300.413","8302.811",0.35,"0.00","-0.35"
62,"2019-02-27 03:15:00 GMT+0300","30884949061","PUT","8300.397","8302.199","0.70","0.00","-0.70"
63,"2019-02-27 03:25:02 GMT+0300","30885108701","CALL","8302.029","8298.785","1.40","0.00","-1.40"
64,"2019-02-27 04:00:00 GMT+0300","30885708221","CALL","8290.383","8290.888","2.80",5.44,"2.64"
65,"2019-02-27 04:35:02 GMT+0300","30886381721","PUT","8295.171","8296.341",0.35,"0.00","-0.35"
66,"2019-02-27 04:45:02 GMT+0300","30886574701","CALL","8295.607","8293.666","0.70","0.00","-0.70"
67,"2019-02-27 05:05:03 GMT+0300","30886951441","CALL","8276.747","8272.109","1.40","0.00","-1.40"
68,"2019-02-27 05:10:11 GMT+0300","30887048421","CALL","8272.080","8277.988","2.80",5.44,"2.64"
69,"2019-02-27 05:15:16 GMT+0300","30887150921","PUT","8278.708","8275.584",0.35,0.66,"0.31"
70,"2019-02-27 05:30:05 GMT+0300","30887473341","CALL","8276.542","8277.967",0.35,0.66,"0.31"
71,"2019-02-27 05:50:02 GMT+0300","30887874381","PUT","8279.475","8280.391",0.35,"0.00","-0.35"
72,"2019-02-27 06:20:03 GMT+0300","30888455121","PUT","8288.396","8287.207","0.70",1.36,"0.66"
73,"2019-02-27 06:40:00 GMT+0300","30888827301","PUT","8288.130","8286.435",0.35,0.66,"0.31"
74,"2019-02-27 06:45:03 GMT+0300","30888922301","CALL","8286.657","8284.536",0.35,"0.00","-0.35"
75,"2019-02-27 06:55:02 GMT+0300","30889110541","CALL","8286.382","8286.037","0.70","0.00","-0.70"
76,"2019-02-27 07:05:00 GMT+0300","30889304461","PUT","8288.603","8289.852","1.40","0.00","-1.40"
77,"2019-02-27 07:15:02 GMT+0300","30889506581","PUT","8286.142","8286.259","2.80","0.00","-2.80"
78,"2019-02-27 07:35:02 GMT+0300","30889901361","PUT","8285.175","8286.305","5.60","0.00","-5.60"
79,"2019-02-27 08:15:00 GMT+0300","30890647021","CALL","8283.593","8276.094","11.20","0.00","-11.20"
80,"2019-02-27 08:35:02 GMT+0300","30891003341","CALL","8277.350","8277.992","22.40","43.50","21.10"
81,"2019-02-27 08:50:03 GMT+0300","30891287961","PUT","8281.278","8283.992",0.35,"0.00","-0.35"
82,"2019-02-27 09:05:02 GMT+0300","30891556801","PUT","8283.360","8280.531","0.70",1.36,"0.66"
83,"2019-02-27 09:20:00 GMT+0300","30891825561","CALL","8286.094","8287.799",0.35,0.66,"0.31"
84,"2019-02-27 09:30:00 GMT+0300","30892014461","PUT","8286.101","8286.447",0.35,"0.00","-0.35"
85,"2019-02-27 10:40:00 GMT+0300","30893328741","CALL","8282.432","8284.187","0.70",1.36,"0.66"
86,"2019-02-27 10:45:06 GMT+0300","30893425261","PUT","8284.360","8286.447",0.35,"0.00","-0.35"
87,"2019-02-27 11:20:01 GMT+0300","30894107281","CALL","8284.174","8282.621","0.70","0.00","-0.70"
88,"2019-02-27 11:55:02 GMT+0300","30894826621","CALL","8272.637","8270.372","1.40","0.00","-1.40"
89,"2019-02-27 12:40:00 GMT+0300","30895664981","PUT","8268.154","8266.105","2.80",5.44,"2.64"
90,"2019-02-27 13:05:02 GMT+0300","30896144361","CALL","8266.459","8267.191",0.35,0.66,"0.31"
91,"2019-02-27 13:20:03 GMT+0300","30896434021","PUT","8263.999","8261.848",0.35,0.66,"0.31"
92,"2019-02-27 13:30:00 GMT+0300","30896631361","PUT","8266.652","8272.663",0.35,"0.00","-0.35"
93,"2019-02-27 13:50:02 GMT+0300","30897073421","PUT","8268.680","8268.656","0.70",1.36,"0.66"
94,"2019-02-27 13:55:08 GMT+0300","30897192881","CALL","8269.118","8270.626",0.35,0.66,"0.31"
95,"2019-02-27 14:20:00 GMT+0300","30897706241","PUT","8276.824","8275.735",0.35,0.66,"0.31"
96,"2019-02-27 14:35:05 GMT+0300","30898011541","PUT","8277.929","8278.202",0.35,"0.00","-0.35"
